home;away;weight1;weight2
Santos;Coritiba FC;1.0;3.0
Brasiliense;Atlético-MG;4.0;6.0
CSA;América-MG;5.0;6.0
EC Bahia;Azuriz;1.0;2.0
Remo;Cruzeiro;2.0;3.0
Fluminense;Vila Nova FC;2.0;0.0
Goiás;RB Bragantino;2.0;3.0
Fortaleza;EC Vitória;0.0;0.0
Atlético-MG;Brasiliense;0.0;0.0
Tocantinópolis;Athletico-PR;9.0;6.0
Coritiba FC;Santos;3.0;3.0
Juventude;São Paulo;4.0;4.0
Tombense;Ceará SC;4.0;6.0
Portuguesa-RJ;Corinthians;3.0;4.0
Ceilândia;Botafogo;6.0;6.0
Atlético-GO;Cuiabá-MT;1.0;2.0
Palmeiras;Juazeirense;2.0;0.0
Altos;Flamengo;4.0;6.0
Azuriz;Mirassol-SP;0.0;0.0
Avaí FC;Ceilândia;2.0;3.0
Portuguesa-RJ;Sampaio Corrêa;0.0;0.0
Ceará SC;Tuna Luso;0.0;0.0
Atlético-GO;Nova Venécia;1.0;0.0
Tuntum;Cruzeiro;3.0;3.0
Tocantinópolis;FC Cascavel;0.0;0.0
São Paulo;Manaus FC;0.0;0.0
CSA;Paysandu;1.0;0.0
Real Noroeste;Juventude;1.0;3.0
Goiás;Criciúma EC;0.0;0.0
EC Vitória;Glória;0.0;0.0
Lagarto;Figueirense FC;0.0;1.0
UR Trabalhadore;Avaí FC;1.0;1.0
FC Cascavel;Ponte Preta;0.0;0.0
Tuntum;Volta Redonda;2.0;0.0
Azuriz;Botafogo-SP;0.0;0.0
ASA;Cuiabá-MT;2.0;3.0
Salgueiro;Santos;3.0;3.0
Glória;Brasil Pelotas;0.0;0.0
Tocantinópolis;Náutico;0.0;0.0
Atl. Alagoinhas;CSA;1.0;1.0
Campinense-PB;São Paulo;0.0;1.0
Sergipe;Cruzeiro;5.0;3.0
Humaitá;Brasiliense;2.0;1.0
Fluminense-PI;Oeste;0.0;0.0
Nova Iguaçu;Criciúma EC;0.0;1.0
São Raimundo-AM;Manaus FC;1.0;3.0
AD Bahia-BA;Coritiba FC;5.0;3.0
Icasa;Tombense;0.0;1.0
Maricá FC;Guarani;1.0;3.0
Moto Club;Chapecoense;2.0;0.0
Pouso Alegre;Paraná;0.0;0.0
Sousa;Goiás;1.0;1.0
Mirassol-SP;Grêmio;2.0;0.0
Ceilândia;Londrina-PR;0.0;0.0
Tuna Luso;Novorizontino;0.0;0.0
Porto Velho;Juventude;2.0;3.0
Operário VG;Sampaio Corrêa;2.0;3.0
Real Noroeste;Operário-PR;1.0;0.0
São Raimundo-RR;Ceará SC;3.0;3.0
Altos;Sport Recife;0.0;0.0
Rio Branco-AC;Vila Nova FC;0.0;1.0
Anápolis;Juazeirense;0.0;1.0
Trem;Paysandu;3.0;3.0
Costa Rica;ABC FC;3.0;3.0
Portuguesa-RJ;CRB;0.0;0.0
Ferroviária;Vasco da Gama;1.0;3.0
Nova Venécia;Ferroviário;1.0;0.0
U. Rondonópolis;Atlético-GO;3.0;3.0
Castanhal;EC Vitória;1.0;1.0
Globo;Internacional;0.0;0.0
Brasil Pelotas;Ponte Preta;0.0;0.0
Camboriú;EC Bahia;1.0;3.0
Remo;São Luiz;1.0;0.0
Tombense;Retrô;0.0;0.0
Náutico;Vila Nova FC;1.0;0.0
Botafogo-SP;São Raimundo-RR;1.0;0.0
Santos;Iguatu;0.0;0.0
Maringá;Marcílio Dias;0.0;0.0
América-MG;Santa Cruz;0.0;0.0
Nova Iguaçu;Nova Mutum;2.0;0.0
CRB;Operário-MS;0.0;0.0
Botafogo;Brasiliense;1.0;0.0
CSA;Brusque;0.0;0.0
Grêmio;Ferroviário;0.0;0.0
Marcílio Dias;Chapecoense;0.0;0.0
Falcon;Volta Redonda;3.0;3.0
Nova Mutum;Londrina-PR;2.0;0.0
Caucaia-CE;Tombense;0.0;1.0
São Raimundo-RR;Cuiabá-MT;3.0;0.0
Marília;Brusque;0.0;1.0
São Francisco;Ypiranga-RS;1.0;1.0
Humaitá;Coritiba FC;3.0;3.0
São Luiz;Juventude;0.0;0.0
Ceilândia;Santos;1.0;3.0
Vitória-ES;Remo;1.0;3.0
Trem;Vasco da Gama;4.0;3.0
Resende;Ferroviário;2.0;3.0
Tocantinópolis;América-MG;1.0;1.0
Democrata GV;Santa Cruz;1.0;1.0
Real Noroeste;Vila Nova FC;1.0;1.0
Fluminense-PI;Ponte Preta;4.0;3.0
Nova Iguaçu;EC Vitória;0.0;0.0
Tuna Luso;CSA;1.0;3.0
Cordino;Brasil Pelotas;2.0;3.0
Atl. Alagoinhas;Atlético-GO;0.0;1.0
Tuntum;ABC FC;5.0;3.0
AD Bahia-BA;RB Bragantino;1.0;1.0
ASA;Goiás;1.0;1.0
U. Rondonópolis;CRB;1.0;3.0
Campinense-PB;Grêmio;2.0;3.0
Camboriú;Manaus FC;0.0;0.0
Parnahyba;Botafogo-SP;0.0;1.0
São Bernardo;Náutico;1.0;3.0
Athletic;Brasiliense;1.0;1.0
Operário-MS;Operário-PR;0.0;0.0
Princesa-AM;Ituano;0.0;1.0
Retrô;Avaí FC;2.0;0.0
Jacuipense-BA;EC Bahia;4.0;3.0
Caldense;Ceará SC;3.0;3.0
Águia de Marabá;Botafogo-PB;1.0;0.0
Real Ariquemes;Criciúma EC;3.0;3.0
Iguatu;América-RN;0.0;0.0
Maringá;Sampaio Corrêa;1.0;0.0
Sergipe;Botafogo;1.0;1.0
Corinthians;Flamengo;1.0;2.0
Corinthians;Fluminense;2.0;1.0
São Paulo;América-MG;2.0;1.0
Cruzeiro;Fluminense;5.0;6.0
Flamengo;Atlético-MG;2.0;3.0
Santos;Corinthians;4.0;3.0
Atlético-GO;Goiás;0.0;1.0
Atlético-MG;Flamengo;3.0;3.0
Corinthians;Santos;1.0;3.0
São Paulo;Palmeiras;2.0;3.0
América-MG;Botafogo;0.0;0.0
Ypiranga-RS;RB Bragantino;1.0;0.0
Fluminense;Corinthians;5.0;4.0
Fortaleza;Fluminense;3.0;4.0
Athletico-PR;EC Bahia;2.0;0.0
Goiás;Atlético-GO;3.0;4.0
Botafogo;América-MG;5.0;6.0
Fluminense;Cruzeiro;1.0;0.0
Fluminense;Fortaleza;2.0;1.0
América-MG;São Paulo;3.0;4.0
EC Bahia;Athletico-PR;4.0;6.0
Flamengo;Corinthians;1.0;2.0
Palmeiras;São Paulo;2.0;3.0
Azuriz;EC Bahia;1.0;2.0
Cuiabá-MT;Atlético-GO;1.0;2.0
Cruzeiro;Remo;2.0;3.0
RB Bragantino;Goiás;2.0;3.0
Figueirense FC;Cuiabá-MT;2.0;1.0
Fluminense-PI;Santos;1.0;1.0
Juazeirense;Vasco da Gama;1.0;1.0
Pouso Alegre;Coritiba FC;1.0;1.0
Guarani;Vila Nova FC;2.0;1.0
ABC FC;Altos;1.0;1.0
Moto Club;Tombense;1.0;1.0
Globo;Brasiliense;1.0;1.0
Coritiba FC;Criciúma EC;1.0;1.0
Águia de Marabá;Goiás;0.0;1.0
Ituano;Ceará SC;1.0;1.0
Atlético-GO;Volta Redonda;1.0;1.0
Figueirense FC;Vitória-ES;0.0;0.0
Remo;Brusque;5.0;3.0
AD Bahia-BA;Paraná;3.0;3.0
Águia Negra;Ferroviária;6.0;3.0
Botafogo-PB;Fluminense;2.0;3.0
Goiás;Santo André;0.0;0.0
Manaus FC;Brasil Pelotas;1.0;3.0
Lagarto;EC Vitória;3.0;3.0
América-MG;Operário-PR;0.0;0.0
ABC FC;Vasco da Gama;1.0;4.0
Juventude;Coruripe;0.0;1.0
Criciúma EC;Santo André;4.0;3.0
Santa Cruz;Operário VG;0.0;1.0
Londrina-PR;XV Piracicaba;1.0;3.0
Boa Esporte;Vilhenense;1.0;1.0
Botafogo-PB;Atl. Alagoinhas;0.0;1.0
Operário-PR;Barbalha;0.0;0.0
América-RN;São Luiz;0.0;1.0
Luverdense;AD Bahia-BA;3.0;3.0
CRB;Independente-PA;2.0;0.0
América-MG;Santos-AP;1.0;1.0
EC Bahia;River-PI;1.0;3.0
Paraná;Palmas;0.0;0.0
ABC FC;Aquidauanense;0.0;0.0
Botafogo;Caxias-RS;1.0;1.0
Goiás;Fast;0.0;0.0
Figueirense FC;Novorizontino;1.0;0.0
Paysandu;Brasiliense;1.0;1.0
CSA;Vitória-ES;2.0;3.0
Atlético-GO;União Rond.;0.0;0.0
EC Vitória;Imperatriz;0.0;1.0
Ceará SC;Bragantino-PA;1.0;0.0
Sport Recife;Brusque;2.0;3.0
Vasco da Gama;Altos;1.0;1.0
Oeste;Bangu-RJ;1.0;1.0
Remo;Freipaulistano;1.0;0.0
Brasil Pelotas;SE Gama;3.0;1.0
EC São José;Caucaia-CE;1.0;0.0
Náutico;Toledo;0.0;0.0
Atlético-MG;Campinense-PB;0.0;1.0
Sampaio Corrêa;Águia Negra;2.0;3.0
Fluminense;Moto Club;2.0;0.0
Vila Nova FC;Galvez;0.0;0.0
Coritiba FC;Manaus FC;1.0;3.0
Volta Redonda;Lagarto;1.0;3.0
Avaí FC;Ferroviária;2.0;3.0
Ponte Preta;Novo Hamburgo;1.0;0.0
Atl. Acreano;Afogados;3.0;3.0
Chapecoense;Boavista;0.0;0.0
Cruzeiro;São Raimundo-RR;3.0;2.0
CRB;Paysandu;2.0;1.0
Botafogo;Náutico;1.0;1.0
Ceará SC;Oeste;1.0;1.0
Juventude;XV Piracicaba;1.0;1.0
América-RN;River-PI;1.0;1.0
Atlético-MG;Afogados;2.0;1.0
Chapecoense;EC São José;0.0;1.0
Vila Nova FC;Ponte Preta;0.0;1.0
Cruzeiro;Boa Esporte;1.0;1.0
Santa Cruz;Atlético-GO;1.0;1.0
Retrô;Corinthians;1.0;1.0
RB Bragantino;Luverdense;1.0;0.0
Operário-PR;Coritiba FC;3.0;3.0
Ypiranga-RS;Fortaleza;1.0;3.0
Boavista;Picos;0.0;0.0
Volta Redonda;Juazeirense;3.0;1.0
Rio Branco-ES;EC Vitória;2.0;3.0
Manaus FC;EC Bahia;4.0;3.0
Vasco da Gama;Tombense;1.0;0.0
Ponte Preta;Criciúma EC;1.0;1.0
Juventude;Vila Nova FC;1.0;1.0
Santa Cruz;Cianorte;1.0;3.0
Remo;CSA;1.0;1.0
Ferroviário;América-MG;1.0;1.0
Botafogo;ABC FC;1.0;1.0
Cruzeiro;América-RN;0.0;0.0
Cuiabá-MT;4 de Julho;0.0;1.0
FC Cascavel;Avaí FC;2.0;3.0
Atlético-GO;Joinville-SC;0.0;0.0
EC Vitória;Águia Negra;0.0;0.0
EC Bahia;Campinense-PB;1.0;0.0
Paysandu;Madureira;0.0;0.0
Confiança;4 de Julho;1.0;3.0
Sampaio Corrêa;Rio Branco-ES;2.0;3.0
Paraná;Cianorte;1.0;3.0
Sport Recife;Juazeirense;3.0;3.0
Botafogo;Moto Club;0.0;0.0
América-RN;Real Brasília;0.0;0.0
Luverdense;Uberlândia;1.0;1.0
Ponte Preta;SE Gama;1.0;0.0
Goiás;Boavista;3.0;3.0
Cuiabá-MT;Sergipe;0.0;1.0
Juventude;Murici;0.0;0.0
ABC FC;Rio Branco VN;1.0;1.0
Volta Redonda;Castanhal;0.0;0.0
CSA;Guarany Sobral;1.0;0.0
Operário-PR;Sociedade Esportiva Juventude (MA);0.0;0.0
Atl. Acreano;Picos;1.0;3.0
Tombense;Nova Mutum;0.0;1.0
Atlético-GO;Galvez;1.0;0.0
Vila Nova FC;Atl. Alagoinhas;0.0;0.0
Brusque;Retrô;1.0;3.0
Fortaleza;Caxias-RS;0.0;0.0
Remo;Esportivo;0.0;0.0
Joinville-SC;Santa Cruz-RS;0.0;1.0
Corinthians;Salgueiro;0.0;0.0
Criciúma EC;Marília;0.0;1.0
América-MG;Treze;0.0;0.0
Coritiba FC;U. Rondonópolis;0.0;0.0
Vasco da Gama;Caldense;1.0;1.0
Figueirense FC;FC Cascavel;2.0;3.0
Ypiranga-RS;Peñarol-AM;1.0;1.0
RB Bragantino;Mirassol-SP;2.0;0.0
Ferroviário;Porto Velho;0.0;0.0
Avaí FC;Palmas;0.0;0.0
Santa Cruz;Ypiranga-AP;0.0;0.0
Manaus FC;Jaraguá EC;1.0;0.0
CRB;Goianésia (GO);2.0;0.0
Mirassol-SP;Azuriz;1.0;3.0
Ceilândia;Avaí FC;1.0;0.0
Sampaio Corrêa;Portuguesa-RJ;2.0;3.0
Tuna Luso;Ceará SC;2.0;3.0
Nova Venécia;Atlético-GO;2.0;3.0
Cruzeiro;Tuntum;0.0;0.0
FC Cascavel;Tocantinópolis;2.0;3.0
Manaus FC;São Paulo;2.0;3.0
Paysandu;CSA;4.0;3.0
Juventude;Real Noroeste;0.0;0.0
Criciúma EC;Goiás;1.0;3.0
Glória;EC Vitória;2.0;3.0
Figueirense FC;Lagarto;0.0;1.0
Avaí FC;UR Trabalhadore;1.0;1.0
Ponte Preta;FC Cascavel;1.0;3.0
Volta Redonda;Tuntum;4.0;3.0
Botafogo-SP;Azuriz;1.0;3.0
Cuiabá-MT;ASA;0.0;0.0
Santos;Salgueiro;0.0;0.0
Brasil Pelotas;Glória;1.0;3.0
Náutico;Tocantinópolis;1.0;3.0
CSA;Atl. Alagoinhas;1.0;1.0
São Paulo;Campinense-PB;0.0;1.0
Cruzeiro;Sergipe;0.0;0.0
Brasiliense;Humaitá;2.0;1.0
Oeste;Fluminense-PI;2.0;3.0
Criciúma EC;Nova Iguaçu;0.0;1.0
Manaus FC;São Raimundo-AM;0.0;0.0
Coritiba FC;AD Bahia-BA;2.0;0.0
Tombense;Icasa;0.0;1.0
Guarani;Maricá FC;0.0;0.0
Chapecoense;Moto Club;3.0;3.0
Paraná;Pouso Alegre;2.0;3.0
Goiás;Sousa;1.0;1.0
Grêmio;Mirassol-SP;3.0;3.0
Londrina-PR;Ceilândia;2.0;3.0
Novorizontino;Tuna Luso;1.0;3.0
Juventude;Porto Velho;1.0;0.0
Sampaio Corrêa;Operário VG;1.0;0.0
Operário-PR;Real Noroeste;2.0;3.0
Ceará SC;São Raimundo-RR;0.0;0.0
Sport Recife;Altos;1.0;3.0
Vila Nova FC;Rio Branco-AC;0.0;1.0
Juazeirense;Anápolis;0.0;1.0
Paysandu;Trem;0.0;0.0
ABC FC;Costa Rica;0.0;0.0
CRB;Portuguesa-RJ;1.0;3.0
Vasco da Gama;Ferroviária;0.0;0.0
Ferroviário;Nova Venécia;2.0;3.0
Atlético-GO;U. Rondonópolis;0.0;0.0
EC Vitória;Castanhal;1.0;1.0
Internacional;Globo;2.0;3.0
Ponte Preta;Brasil Pelotas;2.0;3.0
EC Bahia;Camboriú;0.0;0.0
São Luiz;Remo;2.0;3.0
Retrô;Tombense;1.0;3.0
Vila Nova FC;Náutico;2.0;3.0
São Raimundo-RR;Botafogo-SP;3.0;3.0
Iguatu;Santos;3.0;3.0
Marcílio Dias;Maringá;2.0;3.0
Santa Cruz;América-MG;1.0;3.0
Nova Mutum;Nova Iguaçu;5.0;3.0
Operário-MS;CRB;5.0;3.0
Brasiliense;Botafogo;7.0;3.0
Brusque;CSA;1.0;3.0
Ferroviário;Grêmio;3.0;3.0
Chapecoense;Marcílio Dias;1.0;3.0
Volta Redonda;Falcon;1.0;0.0
Londrina-PR;Nova Mutum;4.0;3.0
Tombense;Caucaia-CE;0.0;1.0
Cuiabá-MT;São Raimundo-RR;4.0;3.0
Brusque;Marília;0.0;1.0
Ypiranga-RS;São Francisco;1.0;1.0
Coritiba FC;Humaitá;0.0;0.0
Juventude;São Luiz;1.0;3.0
Santos;Ceilândia;0.0;0.0
Remo;Vitória-ES;0.0;0.0
Vasco da Gama;Trem;0.0;0.0
Ferroviário;Resende;1.0;0.0
América-MG;Tocantinópolis;1.0;1.0
Santa Cruz;Democrata GV;1.0;1.0
Vila Nova FC;Real Noroeste;1.0;1.0
Ponte Preta;Fluminense-PI;0.0;0.0
EC Vitória;Nova Iguaçu;2.0;3.0
CSA;Tuna Luso;0.0;0.0
Brasil Pelotas;Cordino;0.0;0.0
Atlético-GO;Atl. Alagoinhas;0.0;1.0
ABC FC;Tuntum;0.0;0.0
RB Bragantino;AD Bahia-BA;1.0;1.0
Goiás;ASA;1.0;1.0
CRB;U. Rondonópolis;0.0;0.0
Grêmio;Campinense-PB;0.0;0.0
Manaus FC;Camboriú;1.0;3.0
Botafogo-SP;Parnahyba;0.0;1.0
Náutico;São Bernardo;0.0;0.0
Brasiliense;Athletic;1.0;1.0
Operário-PR;Operário-MS;1.0;3.0
Ituano;Princesa-AM;0.0;1.0
Avaí FC;Retrô;3.0;3.0
EC Bahia;Jacuipense-BA;1.0;0.0
Ceará SC;Caldense;0.0;0.0
Botafogo-PB;Águia de Marabá;2.0;3.0
Criciúma EC;Real Ariquemes;0.0;0.0
América-RN;Iguatu;1.0;3.0
Sampaio Corrêa;Maringá;2.0;3.0
Botafogo;Sergipe;1.0;1.0
RB Bragantino;Ypiranga-RS;3.0;3.0
Cuiabá-MT;Figueirense FC;2.0;1.0
Santos;Fluminense-PI;1.0;1.0
Vasco da Gama;Juazeirense;1.0;1.0
Coritiba FC;Pouso Alegre;1.0;1.0
Vila Nova FC;Guarani;2.0;1.0
Altos;ABC FC;1.0;1.0
Tombense;Moto Club;1.0;1.0
Brasiliense;Globo;1.0;1.0
