home;away;weight1;weight2
Colombia;Soviet Union;4.0;1.0
Mexico;Spain;1.0;3.0
Bulgaria;Hungary;9.0;6.0
Switzerland;Germany FR;7.0;6.0
Chile;Germany FR;7.0;9.0
Colombia;Yugoslavia;6.0;6.0
Czechoslovakia;Mexico;3.0;3.0
Bulgaria;England;0.0;1.0
Hungary;Czechoslovakia;1.0;3.0
Yugoslavia;Czechoslovakia;3.0;3.0
Chile;Brazil;13.0;11.0
Yugoslavia;Chile;1.0;3.0
Bulgaria;Brazil;2.0;3.0
Korea DPR;Soviet Union;3.0;3.0
Hungary;Portugal;3.0;3.0
Spain;Argentina;2.0;3.0
Switzerland;Spain;5.0;6.0
Chile;Korea DPR;1.0;1.0
Bulgaria;Portugal;3.0;3.0
Italy;Soviet Union;1.0;3.0
Mexico;England;2.0;3.0
Switzerland;Argentina;4.0;9.0
Brazil;Portugal;3.0;4.0
Italy;Korea DPR;1.0;3.0
France;England;5.0;6.0
Spain;Germany FR;4.0;6.0
Hungary;Soviet Union;8.0;6.0
Korea DPR;Portugal;12.0;6.0
Soviet Union;Germany FR;2.0;3.0
Soviet Union;Portugal;2.0;3.0
Soviet Union;Mexico;0.0;1.0
Israel;Uruguay;2.0;3.0
Bulgaria;Peru;3.0;3.0
El Salvador;Belgium;4.0;6.0
Morocco;Peru;3.0;3.0
Israel;Sweden;1.0;1.0
Bulgaria;Germany FR;5.0;3.0
El Salvador;Mexico;4.0;3.0
Peru;Germany FR;3.0;3.0
Romania;Brazil;3.0;3.0
El Salvador;Soviet Union;2.0;3.0
Israel;Italy;0.0;1.0
Morocco;Bulgaria;1.0;1.0
Czechoslovakia;England;3.0;6.0
Peru;Brazil;7.0;6.0
Australia;German DR;2.0;3.0
Scotland;Zaire;0.0;0.0
Netherlands;Uruguay;2.0;0.0
Bulgaria;Sweden;4.0;4.0
Haiti;Italy;3.0;3.0
Germany FR;Australia;0.0;0.0
German DR;Chile;1.0;1.0
Zaire;Yugoslavia;9.0;3.0
Sweden;Netherlands;0.0;1.0
Uruguay;Bulgaria;1.0;1.0
Poland;Haiti;0.0;0.0
Brazil;Zaire;0.0;0.0
Germany FR;German DR;1.0;3.0
Netherlands;Bulgaria;1.0;0.0
Haiti;Argentina;4.0;3.0
German DR;Brazil;1.0;3.0
Poland;Sweden;0.0;0.0
Yugoslavia;Poland;2.0;3.0
Netherlands;German DR;0.0;0.0
German DR;Argentina;1.0;1.0
Yugoslavia;Sweden;2.0;3.0
Mexico;Tunisia;3.0;3.0
Spain;Austria;2.0;3.0
Scotland;Peru;3.0;3.0
IR Iran;Netherlands;3.0;3.0
Tunisia;Poland;1.0;3.0
Mexico;Germany FR;6.0;4.0
Sweden;Austria;1.0;3.0
IR Iran;Scotland;1.0;1.0
Peru;Netherlands;0.0;1.0
Mexico;Poland;3.0;3.0
Tunisia;Germany FR;0.0;1.0
Iran;Peru;4.0;3.0
Netherlands;Scotland;3.0;3.0
Austria;Netherlands;5.0;3.0
Peru;Poland;6.0;6.0
Italy;Netherlands;2.0;3.0
Peru;Argentina;6.0;3.0
Belgium;Argentina;4.0;9.0
Cameroon;Peru;0.0;1.0
El Salvador;Hungary;10.0;3.0
New Zealand;Scotland;5.0;3.0
Algeria;Germany FR;1.0;0.0
Honduras;Spain;3.0;4.0
Austria;Chile;1.0;1.0
Kuwait;Czechoslovakia;1.0;1.0
Northern Ireland;Yugoslavia;0.0;1.0
Peru;Italy;1.0;1.0
Cameroon;Poland;0.0;1.0
New Zealand;Soviet Union;3.0;3.0
Yugoslavia;Spain;3.0;3.0
Austria;Algeria;0.0;0.0
Kuwait;France;4.0;3.0
Northern Ireland;Honduras;1.0;1.0
Hungary;Belgium;1.0;1.0
Scotland;Soviet Union;2.0;1.0
Cameroon;Italy;4.0;4.0
El Salvador;Argentina;2.0;3.0
New Zealand;Brazil;4.0;3.0
Chile;Algeria;3.0;3.0
Czechoslovakia;France;1.0;1.0
Yugoslavia;Honduras;0.0;0.0
Kuwait;England;1.0;3.0
Spain;Northern Ireland;2.0;3.0
Belgium;Poland;3.0;3.0
Northern Ireland;Austria;2.0;1.0
Soviet Union;Poland;0.0;1.0
France;Poland;3.0;3.0
Italy;Bulgaria;2.0;1.0
France;Canada;0.0;0.0
Korea Republic;Argentina;7.0;6.0
Poland;Morocco;0.0;1.0
Northern Ireland;Algeria;1.0;1.0
Iraq;Paraguay;1.0;3.0
Denmark;Scotland;0.0;0.0
Soviet Union;France;1.0;1.0
Bulgaria;Korea Republic;1.0;1.0
Canada;Hungary;2.0;3.0
Algeria;Brazil;1.0;3.0
Morocco;England;0.0;1.0
Paraguay;Mexico;1.0;1.0
Belgium;Iraq;1.0;0.0
Scotland;Germany FR;2.0;3.0
Canada;Soviet Union;2.0;3.0
Italy;Korea Republic;4.0;3.0
Mexico;Iraq;0.0;0.0
Morocco;Portugal;1.0;0.0
Poland;England;3.0;3.0
Brazil;Northern Ireland;0.0;0.0
Spain;Algeria;0.0;0.0
Germany FR;Denmark;2.0;3.0
Bulgaria;Mexico;3.0;4.0
Paraguay;England;4.0;6.0
Spain;Denmark;1.0;0.0
Cameroon;Argentina;0.0;0.0
Romania;Soviet Union;0.0;0.0
Colombia;"rn"">United Arab Emirates";0.0;0.0
Czechoslovakia;USA;1.0;0.0
Scotland;Costa Rica;1.0;3.0
"rn"">Republic of Ireland";England;1.0;1.0
Egypt;Netherlands;1.0;1.0
Soviet Union;Argentina;2.0;3.0
Romania;Cameroon;2.0;3.0
"rn"">United Arab Emirates";Germany FR;5.0;3.0
Scotland;Sweden;1.0;0.0
Netherlands;England;0.0;1.0
Egypt;"rn"">Republic of Ireland";0.0;1.0
Uruguay;Belgium;3.0;3.0
Soviet Union;Cameroon;0.0;0.0
Colombia;Germany FR;1.0;1.0
"rn"">United Arab Emirates";Yugoslavia;4.0;3.0
USA;Austria;2.0;3.0
Costa Rica;Sweden;1.0;0.0
Egypt;England;1.0;3.0
Colombia;Cameroon;2.0;3.0
Costa Rica;Czechoslovakia;4.0;3.0
Romania;"rn"">Republic of Ireland";0.0;1.0
Argentina;Yugoslavia;0.0;1.0
"rn"">Republic of Ireland";Italy;1.0;3.0
Cameroon;England;3.0;3.0
Bolivia;Germany;1.0;3.0
Switzerland;USA;1.0;1.0
Morocco;Belgium;1.0;3.0
Mexico;Norway;1.0;3.0
Sweden;Cameroon;2.0;1.0
Saudi Arabia;Netherlands;2.0;3.0
Russia;Brazil;2.0;3.0
Bulgaria;Nigeria;4.0;6.0
Spain;Germany;1.0;1.0
Switzerland;Romania;1.0;0.0
Colombia;USA;2.0;3.0
Bolivia;Korea Republic;0.0;1.0
"rn"">Republic of Ireland";Mexico;2.0;3.0
Russia;Sweden;3.0;3.0
Morocco;Saudi Arabia;2.0;3.0
Greece;Bulgaria;4.0;3.0
Romania;USA;0.0;0.0
Colombia;Switzerland;0.0;0.0
Korea Republic;Germany;4.0;6.0
Spain;Bolivia;1.0;0.0
Norway;"rn"">Republic of Ireland";0.0;1.0
Cameroon;Russia;6.0;3.0
Netherlands;Morocco;1.0;0.0
Saudi Arabia;Belgium;0.0;0.0
Nigeria;Greece;2.0;3.0
Sweden;Saudi Arabia;1.0;0.0
USA;Brazil;1.0;3.0
Italy;Nigeria;1.0;0.0
Germany;Bulgaria;2.0;3.0
Sweden;Romania;2.0;1.0
Norway;Morocco;2.0;1.0
Austria;Cameroon;1.0;1.0
Bulgaria;Paraguay;0.0;1.0
Denmark;Saudi Arabia;0.0;0.0
South Africa;France;4.0;3.0
Nigeria;Spain;2.0;0.0
Mexico;Korea Republic;1.0;0.0
Japan;Argentina;1.0;3.0
Iran;Yugoslavia;1.0;3.0
Croatia;Jamaica;1.0;0.0
Tunisia;England;2.0;3.0
Norway;Scotland;1.0;1.0
Morocco;Brazil;3.0;3.0
Denmark;South Africa;1.0;1.0
Saudi Arabia;France;4.0;3.0
Croatia;Japan;0.0;1.0
Korea Republic;Netherlands;5.0;3.0
Yugoslavia;Germany;2.0;1.0
Jamaica;Argentina;5.0;3.0
Iran;USA;1.0;0.0
Tunisia;Colombia;1.0;3.0
Cameroon;Chile;1.0;1.0
Morocco;Scotland;0.0;0.0
Norway;Brazil;1.0;0.0
Saudi Arabia;South Africa;2.0;1.0
Bulgaria;Spain;6.0;3.0
Paraguay;Nigeria;1.0;0.0
Mexico;Netherlands;6.0;7.0
Iran;Germany;2.0;3.0
Yugoslavia;USA;0.0;0.0
Jamaica;Japan;1.0;0.0
Croatia;Argentina;1.0;3.0
Tunisia;Romania;1.0;1.0
England;Colombia;0.0;0.0
Denmark;Nigeria;1.0;0.0
Mexico;Germany;2.0;3.0
Yugoslavia;Netherlands;2.0;3.0
Croatia;Romania;0.0;0.0
Denmark;Brazil;3.0;3.0
Croatia;Germany;0.0;0.0
Croatia;France;2.0;3.0
Croatia;Netherlands;1.0;0.0
Senegal;France;0.0;0.0
Cameroon;"rn"">Republic of Ireland";1.0;1.0
Saudi Arabia;Germany;8.0;3.0
South Africa;Paraguay;2.0;1.0
Slovenia;Spain;3.0;3.0
Turkey;Brazil;3.0;6.0
Ecuador;Italy;2.0;3.0
Mexico;Croatia;1.0;0.0
Costa Rica;China PR;0.0;0.0
Belgium;Japan;2.0;1.0
Poland;Korea Republic;2.0;3.0
Tunisia;Russia;2.0;3.0
Portugal;USA;5.0;4.0
"rn"">Republic of Ireland";Germany;1.0;1.0
Senegal;Denmark;1.0;1.0
Saudi Arabia;Cameroon;1.0;3.0
Nigeria;Sweden;2.0;3.0
Slovenia;South Africa;1.0;3.0
China PR;Brazil;4.0;3.0
Croatia;Italy;1.0;0.0
Turkey;Costa Rica;1.0;1.0
Russia;Japan;1.0;3.0
Ecuador;Mexico;2.0;3.0
USA;Korea Republic;1.0;1.0
Belgium;Tunisia;1.0;1.0
Uruguay;Senegal;3.0;1.0
"rn"">Republic of Ireland";Saudi Arabia;0.0;0.0
Germany;Cameroon;0.0;0.0
England;Nigeria;0.0;1.0
Paraguay;Slovenia;1.0;0.0
Spain;South Africa;2.0;0.0
China PR;Turkey;3.0;3.0
Croatia;Ecuador;1.0;3.0
Japan;Tunisia;0.0;0.0
Korea Republic;Portugal;0.0;0.0
USA;Poland;3.0;3.0
Russia;Belgium;4.0;6.0
England;Denmark;0.0;0.0
Paraguay;Germany;1.0;3.0
"rn"">Republic of Ireland";Spain;1.0;1.0
Senegal;Sweden;1.0;0.0
Belgium;Brazil;2.0;3.0
USA;Mexico;0.0;0.0
Turkey;Japan;0.0;0.0
Turkey;Senegal;0.0;0.0
Costa Rica;Germany;4.0;3.0
Ecuador;Poland;0.0;0.0
Sweden;"rn"">Trinidad and Tobago";0.0;1.0
C�te d'Ivoire;Argentina;2.0;3.0
Netherlands;"rn"">Serbia and Montenegro";0.0;0.0
Iran;Mexico;3.0;3.0
Portugal;Angola;0.0;0.0
Japan;Australia;3.0;3.0
Czech Republic;USA;0.0;0.0
Ghana;Italy;2.0;3.0
Togo;Korea Republic;2.0;3.0
Croatia;Brazil;4.0;6.0
Ukraine;Spain;4.0;3.0
Saudi Arabia;Tunisia;2.0;1.0
Poland;Germany;1.0;3.0
Costa Rica;Ecuador;3.0;3.0
"rn"">Trinidad and Tobago";England;2.0;3.0
"rn"">Serbia and Montenegro";Argentina;6.0;3.0
C�te d'Ivoire;Netherlands;2.0;3.0
Angola;Mexico;0.0;1.0
IR Iran;Portugal;2.0;3.0
Ghana;Czech Republic;0.0;0.0
Australia;Brazil;2.0;3.0
Korea Republic;France;1.0;1.0
Switzerland;Togo;0.0;0.0
Ukraine;Saudi Arabia;0.0;0.0
Tunisia;Spain;3.0;3.0
Germany;Ecuador;0.0;0.0
Poland;Costa Rica;1.0;0.0
"rn"">Trinidad and Tobago";Paraguay;2.0;3.0
Angola;Iran;1.0;1.0
Mexico;Portugal;2.0;3.0
"rn"">Serbia and Montenegro";C�te d'Ivoire;3.0;3.0
Italy;Czech Republic;0.0;0.0
Brazil;Japan;1.0;0.0
Australia;Croatia;2.0;1.0
Tunisia;Ukraine;1.0;3.0
Spain;Saudi Arabia;0.0;0.0
France;Togo;0.0;0.0
Korea Republic;Switzerland;2.0;3.0
Ecuador;England;1.0;3.0
Netherlands;Portugal;1.0;3.0
Australia;Italy;1.0;3.0
Ukraine;Switzerland;0.0;1.0
Ghana;Brazil;3.0;3.0
France;Spain;1.0;0.0
Ukraine;Italy;3.0;3.0
Italy;Germany;0.0;0.0
France;Portugal;0.0;0.0
Portugal;Germany;7.0;6.0
Mexico;South Africa;1.0;1.0
Greece;Korea Republic;2.0;3.0
Slovenia;Algeria;0.0;0.0
Ghana;Serbia;0.0;0.0
Australia;Germany;4.0;3.0
Denmark;Netherlands;2.0;3.0
Cameroon;Japan;1.0;3.0
Slovakia;New Zealand;1.0;1.0
Portugal;C�te d'Ivoire;0.0;1.0
Korea DPR;Brazil;2.0;3.0
Chile;Honduras;0.0;0.0
Uruguay;South Africa;0.0;0.0
Serbia;Germany;0.0;0.0
USA;Slovenia;2.0;1.0
Algeria;England;0.0;1.0
Japan;Netherlands;1.0;3.0
Australia;Ghana;1.0;1.0
Denmark;Cameroon;1.0;0.0
Paraguay;Slovakia;0.0;0.0
New Zealand;Italy;1.0;1.0
C�te d'Ivoire;Brazil;3.0;3.0
Korea Republic;Nigeria;2.0;1.0
England;Slovenia;0.0;0.0
Algeria;USA;1.0;3.0
Serbia;Australia;2.0;3.0
Italy;Slovakia;3.0;3.0
New Zealand;Paraguay;0.0;1.0
Japan;Denmark;1.0;0.0
Netherlands;Cameroon;1.0;0.0
C�te d'Ivoire;Korea DPR;0.0;0.0
England;Germany;4.0;3.0
Slovakia;Netherlands;2.0;3.0
Japan;Paraguay;0.0;1.0
Portugal;Spain;1.0;3.0
Ghana;Uruguay;1.0;1.0
Germany;Uruguay;2.0;0.0
Cameroon;Mexico;1.0;3.0
Greece;Colombia;3.0;3.0
Costa Rica;Uruguay;1.0;0.0
Japan;C�te d'Ivoire;2.0;3.0
Ecuador;Switzerland;2.0;3.0
Honduras;France;3.0;3.0
"rn"">Bosnia and Herzegovina";Argentina;2.0;3.0
Nigeria;IR Iran;0.0;1.0
Algeria;Belgium;2.0;3.0
Korea Republic;Russia;1.0;1.0
Netherlands;Australia;2.0;0.0
Croatia;Cameroon;0.0;0.0
C�te d'Ivoire;Colombia;2.0;3.0
Greece;Japan;0.0;1.0
Costa Rica;Italy;0.0;0.0
Ecuador;Honduras;1.0;0.0
IR Iran;Argentina;1.0;3.0
"rn"">Bosnia and Herzegovina";Nigeria;1.0;3.0
Algeria;Korea Republic;2.0;0.0
Spain;Australia;0.0;0.0
Chile;Netherlands;2.0;3.0
England;Costa Rica;0.0;1.0
Colombia;Japan;1.0;0.0
C�te d'Ivoire;Greece;2.0;3.0
IR Iran;"rn"">Bosnia and Herzegovina";3.0;3.0
France;Ecuador;0.0;1.0
Ghana;Portugal;2.0;3.0
Russia;Algeria;1.0;1.0
Nigeria;France;4.0;6.0
Algeria;Germany;4.0;6.0
Colombia;Brazil;4.0;6.0
Germany;France;0.0;0.0
Costa Rica;Netherlands;0.0;2.0
Greece;Costa Rica;2.0;2.0
